,train,test
0.1,3.0717682550748577,0.0019671588524943218
0.2,2.6480396100814687,0.0033815755596151575
0.3,2.309494524859474,0.0034592096781125292
0.4,1.8116127815301297,0.004124874161789194
0.5,1.0155409398139454,0.0038768941012676805
0.6,0.8335386467078933,0.00394201694871299
0.7,0.5342289488035021,0.00350380118470639
0.8,0.22834697704820428,0.003255500312661752
0.9,0.08549922911333852,0.0029420766077237204
