,0,1,2,3,4
50,1.0,1.0,1.0,1.0,1.0
100,1.0,1.0,1.0,1.0,1.0
4558,1.0,1.0,1.0,1.0,1.0
9117,1.0,1.0,1.0,1.0,1.0
13675,1.0,0.9998492613807658,1.0,1.0,1.0
18234,1.0,0.9998862084660902,1.0,1.0,1.0
22792,1.0,0.9999094366962508,1.0,0.9999092888243831,0.9999092888243831
27351,0.999924653405666,0.999924653405666,1.0,0.9999240929102776,0.9999241274658572
31909,0.9999793473771169,0.9998701130016885,0.9999350649350649,0.9999793465240202,0.9999352079823765
