mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_DT__alpha,param_DT__class_weight,param_DT__criterion,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.5137145519256592,0.009905895303251316,0.018396329879760743,0.0029434639082478436,-1,balanced,gini,"{'DT__alpha': -1, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",0.8561874601663396,0.8594096776519417,0.864994942012493,0.8684788200317347,0.8676561282735619,0.8633449550884298,0.004782964992868364,1,0.9729508482565514,0.9741733815276613,0.973146526407925,0.9725480508653456,0.9734923655351966,0.9732622345185359,0.0005483716292015027
0.49764370918273926,0.008690940611033265,0.01302351951599121,0.005258289720822067,-1,balanced,entropy,"{'DT__alpha': -1, 'DT__class_weight': 'balanced', 'DT__criterion': 'entropy'}",0.8619581766959338,0.8597488722896663,0.8582166793143776,0.8654954269120525,0.8676170606180589,0.8626069929644484,0.003501593144097185,6,0.9737231649379114,0.9737261388909448,0.9715994983796309,0.9716649419092303,0.9730757640450888,0.9727579016325614,0.0009493905628032107
13.842327785491943,0.38628028186202507,0.021320438385009764,0.010981814369292742,-0.001,balanced,gini,"{'DT__alpha': -0.001, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",0.8529795183278257,0.8573951009663231,0.8563224185670592,0.8590959013849435,0.861022920898036,0.85736295826986,0.002709133774181565,13,0.9646263958544723,0.9653018266578945,0.9611336136992431,0.9518534703956371,0.9633249087258792,0.9612480430666253,0.004907767102892801
13.074291276931763,0.14921405200842086,0.017146778106689454,0.0014665264393497895,-0.001,balanced,entropy,"{'DT__alpha': -0.001, 'DT__class_weight': 'balanced', 'DT__criterion': 'entropy'}",0.8572772775380522,0.8588271391497978,0.8499775566201717,0.8603955674173779,0.8645171886164685,0.8581987526394749,0.004766044618023042,11,0.9672333639062285,0.9729956776163502,0.9579256883645865,0.962255694424227,0.9667312008163744,0.9654283250255533,0.005071008138811318
13.587711191177368,0.5038020032289648,0.015807104110717774,0.00020664635980202327,-0.00031622776601683794,balanced,gini,"{'DT__alpha': -0.00031622776601683794, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",0.8467221140693936,0.8550240278218546,0.8569335564069267,0.8657902939092309,0.8610339796446653,0.8571002442304193,0.006372402826379732,14,0.9555629839938884,0.9625531433684019,0.9589447044764436,0.9641011770670607,0.9600668210768131,0.9602457659965216,0.002961128653287562
13.379748964309693,0.5322714403229405,0.018836021423339844,0.0035623512489142205,-0.00031622776601683794,balanced,entropy,"{'DT__alpha': -0.00031622776601683794, 'DT__class_weight': 'balanced', 'DT__criterion': 'entropy'}",0.8564167915292389,0.855689786110019,0.857399931156084,0.8603955674173779,0.8606506426744525,0.8581103476683536,0.002044844587434525,12,0.9596319378961604,0.9669777664227341,0.9683551575791063,0.9616933766970184,0.9604766632878908,0.963426980376582,0.0035498482264697726
13.506411266326904,0.4496477740671358,0.01331343650817871,0.004883267570967097,-0.01,balanced,gini,"{'DT__alpha': -0.01, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",0.8561874601663396,0.8594096776519417,0.864994942012493,0.8684788200317347,0.8676561282735619,0.8633449550884298,0.004782964992868364,1,0.9729508482565514,0.9741733815276613,0.973146526407925,0.9725480508653456,0.9734923655351966,0.9732622345185359,0.0005483716292015027
13.051492500305176,0.3084882880085622,0.015928983688354492,0.0014593685711106789,-0.01,balanced,entropy,"{'DT__alpha': -0.01, 'DT__class_weight': 'balanced', 'DT__criterion': 'entropy'}",0.8619581766959338,0.8597488722896663,0.8582166793143776,0.8654954269120525,0.8676170606180589,0.8626069929644484,0.003501593144097185,6,0.9737231649379114,0.9737261388909448,0.9715994983796309,0.9716649419092303,0.9730757640450888,0.9727579016325614,0.0009493905628032107
14.748229885101319,0.17607373811470897,0.01786069869995117,0.001885975990114689,-0.0031622776601683794,balanced,gini,"{'DT__alpha': -0.0031622776601683794, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",0.8561874601663396,0.8594096776519417,0.864994942012493,0.865406956939018,0.8676561282735619,0.8627306498574722,0.0042519318660415,5,0.9729508482565514,0.9741733815276613,0.973146526407925,0.964714914256438,0.9734923655351966,0.9716956071967544,0.003515069750778516
14.051200008392334,0.3434476379199334,0.017446470260620118,0.000972196039153701,-0.0031622776601683794,balanced,entropy,"{'DT__alpha': -0.0031622776601683794, 'DT__class_weight': 'balanced', 'DT__criterion': 'entropy'}",0.8619581766959338,0.8597488722896663,0.8582166793143776,0.8654954269120525,0.8676170606180589,0.8626069929644484,0.003501593144097185,6,0.9737231649379114,0.9737261388909448,0.9715994983796309,0.9716649419092303,0.9730757640450888,0.9727579016325614,0.0009493905628032107
14.841662740707397,0.22159598549493217,0.018144702911376952,0.0013996817948380962,-0.1,balanced,gini,"{'DT__alpha': -0.1, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",0.8561874601663396,0.8594096776519417,0.864994942012493,0.8684788200317347,0.8676561282735619,0.8633449550884298,0.004782964992868364,1,0.9729508482565514,0.9741733815276613,0.973146526407925,0.9725480508653456,0.9734923655351966,0.9732622345185359,0.0005483716292015027
