,train,test
0.1,313.06007052515633,0.03105012020387221
0.2,219.53274684281496,0.06019210917293094
0.3,280.84849444337306,0.12532874202588573
0.4,224.08294628553267,0.16664388970821165
0.5,107.87306788879505,0.14304728688148316
0.6,74.24423919522087,0.17866178021358792
0.7,37.66934279828274,0.16279522620607167
0.8,12.017195316540892,0.15457338767009787
0.9,4.617139304478769,0.1743299886584282
