,train,test
0.1,14.288185834036424,0.020581036125484786
0.2,11.234186879850123,0.03508191672628058
0.3,8.62894048806778,0.04692655885589403
0.4,6.277497040603876,0.052857862369634745
0.5,4.3773388853422475,0.05569856184576594
0.6,2.835332783693012,0.05486543970691571
0.7,1.6206301187928815,0.04636034377114839
0.8,0.718996917095204,0.03838296671040098
0.9,0.18196388413924325,0.01994328225099906
