param_Boost__n_estimators,train acc,test acc
1,0.9758178729399777,0.8846741026954958
2,0.9758178729399777,0.8846741026954958
5,0.9758178729399777,0.8846741026954958
10,0.9758178729399777,0.8846741026954958
20,0.9758178729399777,0.8846741026954958
30,0.9758178729399777,0.8846741026954958
40,0.9758178729399777,0.8846741026954958
