,train,test
0.1,0.004236507884343155,0.036180662718834355
0.2,0.0036119068827247247,0.06312415990396403
0.3,0.003222453553462401,0.07897786147077568
0.4,0.0023877274070400745,0.08984887029509991
0.5,0.0020675672712968662,0.09110673394752666
0.6,0.0020608304330380633,0.09062136089778505
0.7,0.0019463041971903294,0.08440678945044056
0.8,0.0015751365717733279,0.07153718572226353
0.9,0.0008501246338710189,0.04216521931812167
