mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_Boost__base_estimator__alpha,param_Boost__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.017355632781982423,0.01190924573724078,0.0033258438110351563,0.006162430642759836,-1,1,"{'Boost__base_estimator__alpha': -1, 'Boost__n_estimators': 1}",0.717752800578828,0.7237636384087587,0.7204690724243796,0.6679311993557803,0.7420164577985807,0.7143913330535299,0.024719446259365313,95,0.9413454925716224,0.9473714979397451,0.936554548118066,0.9547307259033643,0.9453277148716889,0.9450659958808973,0.006084040283798221
0.029432392120361327,0.007348978483153472,0.0,0.0,-1,2,"{'Boost__base_estimator__alpha': -1, 'Boost__n_estimators': 2}",0.717752800578828,0.7237636384087587,0.7204690724243796,0.6679311993557803,0.7420164577985807,0.7143913330535299,0.024719446259365313,95,0.9413454925716224,0.9473714979397451,0.936554548118066,0.9547307259033643,0.9453277148716889,0.9450659958808973,0.006084040283798221
0.04978809356689453,0.01198909248317295,0.00020051002502441406,0.0004010200500488281,-1,5,"{'Boost__base_estimator__alpha': -1, 'Boost__n_estimators': 5}",0.717752800578828,0.7237636384087587,0.7204690724243796,0.6679311993557803,0.7420164577985807,0.7143913330535299,0.024719446259365313,95,0.9413454925716224,0.9473714979397451,0.936554548118066,0.9547307259033643,0.9453277148716889,0.9450659958808973,0.006084040283798221
0.051932668685913085,0.00954426627925168,0.00020022392272949218,0.0004004478454589843,-1,10,"{'Boost__base_estimator__alpha': -1, 'Boost__n_estimators': 10}",0.717752800578828,0.7237636384087587,0.7204690724243796,0.6679311993557803,0.7420164577985807,0.7143913330535299,0.024719446259365313,95,0.9413454925716224,0.9473714979397451,0.936554548118066,0.9547307259033643,0.9453277148716889,0.9450659958808973,0.006084040283798221
0.05080790519714355,0.010367326355719299,0.0,0.0,-1,20,"{'Boost__base_estimator__alpha': -1, 'Boost__n_estimators': 20}",0.717752800578828,0.7237636384087587,0.7204690724243796,0.6679311993557803,0.7420164577985807,0.7143913330535299,0.024719446259365313,95,0.9413454925716224,0.9473714979397451,0.936554548118066,0.9547307259033643,0.9453277148716889,0.9450659958808973,0.006084040283798221
0.05263948440551758,0.015638465993754548,0.0,0.0,-1,30,"{'Boost__base_estimator__alpha': -1, 'Boost__n_estimators': 30}",0.717752800578828,0.7237636384087587,0.7204690724243796,0.6679311993557803,0.7420164577985807,0.7143913330535299,0.024719446259365313,95,0.9413454925716224,0.9473714979397451,0.936554548118066,0.9547307259033643,0.9453277148716889,0.9450659958808973,0.006084040283798221
0.047572660446166995,0.013059167896729213,0.0,0.0,-1,45,"{'Boost__base_estimator__alpha': -1, 'Boost__n_estimators': 45}",0.717752800578828,0.7237636384087587,0.7204690724243796,0.6679311993557803,0.7420164577985807,0.7143913330535299,0.024719446259365313,95,0.9413454925716224,0.9473714979397451,0.936554548118066,0.9547307259033643,0.9453277148716889,0.9450659958808973,0.006084040283798221
0.04577369689941406,0.009614616899306292,0.0,0.0,-1,60,"{'Boost__base_estimator__alpha': -1, 'Boost__n_estimators': 60}",0.717752800578828,0.7237636384087587,0.7204690724243796,0.6679311993557803,0.7420164577985807,0.7143913330535299,0.024719446259365313,95,0.9413454925716224,0.9473714979397451,0.936554548118066,0.9547307259033643,0.9453277148716889,0.9450659958808973,0.006084040283798221
0.04657735824584961,0.013032149158044544,0.0,0.0,-1,80,"{'Boost__base_estimator__alpha': -1, 'Boost__n_estimators': 80}",0.717752800578828,0.7237636384087587,0.7204690724243796,0.6679311993557803,0.7420164577985807,0.7143913330535299,0.024719446259365313,95,0.9413454925716224,0.9473714979397451,0.936554548118066,0.9547307259033643,0.9453277148716889,0.9450659958808973,0.006084040283798221
0.04983773231506348,0.011808701508187445,0.00020003318786621094,0.0004000663757324219,-1,100,"{'Boost__base_estimator__alpha': -1, 'Boost__n_estimators': 100}",0.717752800578828,0.7237636384087587,0.7204690724243796,0.6679311993557803,0.7420164577985807,0.7143913330535299,0.024719446259365313,95,0.9413454925716224,0.9473714979397451,0.936554548118066,0.9547307259033643,0.9453277148716889,0.9450659958808973,0.006084040283798221
0.07710480690002441,0.00948130955707788,0.0,0.0,-0.001,1,"{'Boost__base_estimator__alpha': -0.001, 'Boost__n_estimators': 1}",0.7151206307227864,0.7146276230112607,0.7293270924555839,0.6673461170667874,0.7463259348734208,0.7145498356485989,0.026281501582824027,91,0.887848141413951,0.9271055912903526,0.9026252128857991,0.9294782006508392,0.9245373699771093,0.9143189032436101,0.016341140581342922
0.155875825881958,0.006073705680887309,0.0,0.0,-0.001,2,"{'Boost__base_estimator__alpha': -0.001, 'Boost__n_estimators': 2}",0.7151206307227864,0.7146276230112607,0.7293270924555839,0.6673461170667874,0.7463259348734208,0.7145498356485989,0.026281501582824027,91,0.887848141413951,0.9271055912903526,0.9026252128857991,0.9294782006508392,0.9245373699771093,0.9143189032436101,0.016341140581342922
0.4043587207794189,0.015850959926983113,0.00020041465759277344,0.0004008293151855469,-0.001,5,"{'Boost__base_estimator__alpha': -0.001, 'Boost__n_estimators': 5}",0.7393340984506375,0.7146276230112607,0.739091046353616,0.6673461170667874,0.7642558759877195,0.7249363497712592,0.0327799783918877,62,0.9435024855467731,0.9271055912903526,0.9542994705861155,0.9294782006508392,0.9589187203193718,0.9426608936786904,0.01277679540604845
