,train,test
0.1,12.52710069004388,57.355442882850184
0.2,9.138223528250819,94.34647102038434
0.3,5.594751683413051,125.40051360359939
0.4,3.5812481754401233,143.73980604327517
0.5,2.2459109005285427,162.14660030347295
0.6,2.0207436826021876,165.08090235115378
0.7,0.7951526855904376,131.27115158204106
0.8,0.36658849798550364,97.77852649342094
0.9,0.09551615396048874,56.0274234166136
