,train,test
0.1,624.3281346340775,0.24043738110287904
0.2,490.78542725980776,0.4158684584513139
0.3,373.68643650210606,0.5581992114694003
0.4,281.0012536932302,0.6155377118493561
0.5,191.3239818554532,0.6848626487317233
0.6,122.69807968073792,0.6568794330792116
0.7,68.1980488837703,0.5736843118320394
0.8,30.41564261402118,0.443245679602569
0.9,7.5520603492245755,0.26770713366840937
